region,year,quarter,gdp
Saudi Arabia,2011,4,175058.1866885489
Saudi Arabia,2012,1,189542.85335702618
Saudi Arabia,2012,2,181368.85335600443
Saudi Arabia,2012,3,181871.25335606723
Saudi Arabia,2012,4,183191.86668956565
Saudi Arabia,2013,1,187350.34669008548
Saudi Arabia,2013,2,184739.81335642582
Saudi Arabia,2013,3,187134.00002339174
Saudi Arabia,2013,4,187422.96002342788
Saudi Arabia,2014,1,198991.97335820732
Saudi Arabia,2014,2,193661.89335754106
Saudi Arabia,2014,3,192849.12002410612
Saudi Arabia,2014,4,170847.25335468922
Saudi Arabia,2015,1,171229.46668807036
Saudi Arabia,2015,2,168996.40002112454
Saudi Arabia,2015,3,161864.45335356638
Saudi Arabia,2015,4,152179.60001902244
Saudi Arabia,2016,1,153627.06668587006
Saudi Arabia,2016,2,160200.9866866918
Saudi Arabia,2016,3,161354.80002016935
Saudi Arabia,2016,4,169752.72002121908
Saudi Arabia,2017,1,169257.73335449054
Saudi Arabia,2017,2,166604.1600208255
Saudi Arabia,2017,3,171870.2400214838
Saudi Arabia,2017,4,180854.00002260675
Saudi Arabia,2018,1,186450.85335663968
Saudi Arabia,2018,2,197026.80002462835
Saudi Arabia,2018,3,198683.06669150206
Saudi Arabia,2018,4,204361.09335887845
Saudi Arabia,2019,1,191611.49335728475
Saudi Arabia,2019,2,197341.81335800106
Saudi Arabia,2019,3,198765.14669151232
Saudi Arabia,2019,4,205248.3733589894
Saudi Arabia,2020,1,185485.333356519
Saudi Arabia,2020,2,150456.29335214038
United Kingdom,2011,1,542406.139826523
United Kingdom,2011,2,530230.6624810755
United Kingdom,2011,3,535739.204660751
United Kingdom,2011,4,549980.547836622
United Kingdom,2012,1,555407.183441523
United Kingdom,2012,2,544647.5197457491
United Kingdom,2012,3,556347.1588948875
United Kingdom,2012,4,569077.7808026955
United Kingdom,2013,1,571502.4754368931
United Kingdom,2013,2,570433.78965174
United Kingdom,2013,3,577616.8662490275
United Kingdom,2013,4,595069.4671978035
United Kingdom,2014,1,604566.729558561
United Kingdom,2014,2,599846.0506219545
United Kingdom,2014,3,602589.2708247196
United Kingdom,2014,4,615102.775304157
United Kingdom,2015,1,618640.3592717985
United Kingdom,2015,2,620271.990245481
United Kingdom,2015,3,621046.852444935
United Kingdom,2015,4,635774.4346520071
United Kingdom,2016,1,640942.3494889695
United Kingdom,2016,2,645438.1103710366
United Kingdom,2016,3,642636.3854720041
United Kingdom,2016,4,664316.925804378
United Kingdom,2017,1,669504.342206763
United Kingdom,2017,2,664238.9195426881
United Kingdom,2017,3,668032.6240695451
United Kingdom,2017,4,687824.1127646596
United Kingdom,2018,1,687349.574672712
United Kingdom,2018,2,689137.2181697745
United Kingdom,2018,3,695325.7149305146
United Kingdom,2018,4,712740.612852807
United Kingdom,2019,1,717314.379996564
United Kingdom,2019,2,710089.7000597086
United Kingdom,2019,3,718834.2019951575
United Kingdom,2019,4,732663.412088433
United Kingdom,2020,1,721945.351732227
United Kingdom,2020,2,613874.1766825395
Portugal,2011,1,49969.68586998036
Portugal,2011,2,52142.07213565358
Portugal,2011,3,51799.858934494645
Portugal,2011,4,52325.35880910113
Portugal,2012,1,48359.22258143259
Portugal,2012,2,48849.70474654335
Portugal,2012,3,49874.47049265585
Portugal,2012,4,50017.9376971116
Portugal,2013,1,47709.11119209882
Portugal,2013,2,49470.419998474346
Portugal,2013,3,50896.3083366366
Portugal,2013,4,51598.06791957443
Portugal,2014,1,48098.40505953629
Portugal,2014,2,51114.261371324064
Portugal,2014,3,51988.41583177935
Portugal,2014,4,51472.63659225027
Portugal,2015,1,50183.188493427566
Portugal,2015,2,53223.873415292575
Portugal,2015,3,53853.60660578936
Portugal,2015,4,53212.39603893612
Portugal,2016,1,52336.8361854576
Portugal,2016,2,55058.262658876585
Portugal,2016,3,55792.463397434214
Portugal,2016,4,55222.10806216932
Portugal,2017,1,54630.08625112946
Portugal,2017,2,57789.409767372985
Portugal,2017,3,58494.21436852784
Portugal,2017,4,58571.979449147126
Portugal,2018,1,57073.94760245856
Portugal,2018,2,60158.90240455563
Portugal,2018,3,61340.95505318573
Portugal,2018,4,61729.78045628213
Portugal,2019,1,59608.45680378663
Portugal,2019,2,62484.00804542093
Portugal,2019,3,63477.85514502216
Portugal,2019,4,64239.46104753296
Portugal,2020,1,59513.35854254738
Portugal,2020,2,54217.95474706433
Canada,2011,1,317699.9457127899
Canada,2011,2,329447.20688026684
Canada,2011,3,351102.7692282201
Canada,2011,4,352653.1305257493
Canada,2012,1,329571.3271609629
Canada,2012,2,340343.90146162384
Canada,2012,3,360628.0489290024
Canada,2012,4,360822.9863023656
Canada,2013,1,337428.2170764375
Canada,2013,2,350583.4438819947
Canada,2013,3,381470.3569224561
Canada,2013,4,379029.8323848426
Canada,2014,1,355871.1201344715
Canada,2014,2,372349.4199765795
Canada,2014,3,399385.55841900303
Canada,2014,4,391457.08993674663
Canada,2015,1,359704.3808278713
Canada,2015,2,370876.7290387497
Canada,2015,3,397178.8064346024
Canada,2015,4,387909.38203635934
Canada,2016,1,361892.0959594044
Canada,2016,2,373434.52059002704
Canada,2016,3,403729.00676925184
Canada,2016,4,403336.8476001813
Canada,2017,1,380246.6680201332
Canada,2017,2,399476.93531276705
Canada,2017,3,426184.87841175485
Canada,2017,4,424489.07555831794
Canada,2018,1,397467.40512407373
Canada,2018,2,415761.0592556265
Canada,2018,3,446027.37089260743
Canada,2018,4,434152.9435479756
Canada,2019,1,408812.60795898904
Canada,2019,2,432661.97723139304
Canada,2019,3,458397.51788590895
Canada,2019,4,454471.3573505157
Canada,2020,1,412436.46327084635
Canada,2020,2,369046.1452670109
Colombia,2011,1,37419.04574015424
Colombia,2011,2,38994.87115826046
Colombia,2011,3,41244.94137666777
Colombia,2011,4,45078.51235832813
Colombia,2012,1,41587.414495799094
Colombia,2012,2,42423.573651116545
Colombia,2012,3,43735.6551543759
Colombia,2012,4,47473.98130600844
Colombia,2013,1,43269.15852545642
Colombia,2013,2,45520.40498375112
Colombia,2013,3,47821.31157396801
Colombia,2013,4,51119.81864952443
Colombia,2014,1,47429.350570997754
Colombia,2014,2,48128.61017280347
Colombia,2014,3,50759.76794474069
Colombia,2014,4,54244.816303158055
Colombia,2015,1,49509.60363343958
Colombia,2015,2,50138.94733864322
Colombia,2015,3,54269.47619789768
Colombia,2015,4,57630.59100881948
Colombia,2016,1,53126.892303068365
Colombia,2016,2,54344.180785756434
Colombia,2016,3,57404.10365508831
Colombia,2016,4,62207.84198588687
Colombia,2017,1,56838.38915949848
Colombia,2017,2,57735.67824470123
Colombia,2017,3,61463.12248170987
Colombia,2017,4,65949.0211409904
Colombia,2018,1,60575.0052914691
Colombia,2018,2,62048.80471542272
Colombia,2018,3,66047.4199354259
Colombia,2018,4,70524.01577858225
Colombia,2019,1,64517.956566398214
Colombia,2019,2,67043.46437806073
Colombia,2019,3,71147.65458099834
Colombia,2019,4,76413.14175575055
Colombia,2020,1,67811.23071258575
Colombia,2020,2,56522.24168343597
United States,2011,1,3748311.0
United States,2011,2,3881126.0
United States,2011,3,3913784.0
United States,2011,4,3999363.0
United States,2012,1,3947585.0
United States,2012,2,4036139.0
United States,2012,3,4071213.0
United States,2012,4,4142070.0
United States,2013,1,4049584.0
United States,2013,2,4163863.0
United States,2013,3,4234415.0
United States,2013,4,4336990.0
United States,2014,1,4193475.0
United States,2014,2,4355448.0
United States,2014,3,4449960.0
United States,2014,4,4528375.0
United States,2015,1,4393454.0
United States,2015,2,4564400.0
United States,2015,3,4614854.0
United States,2015,4,4665593.0
United States,2016,1,4499936.0
United States,2016,2,4677266.0
United States,2016,3,4741738.0
United States,2016,4,4826136.0
United States,2017,1,4664696.0
United States,2017,2,4872720.0
United States,2017,3,4946231.0
United States,2017,4,5059332.0
United States,2018,1,4932159.0
United States,2018,2,5154603.0
United States,2018,3,5219546.0
United States,2018,4,5305554.0
United States,2019,1,5132160.0
United States,2019,2,5357342.0
United States,2019,3,5415390.0
United States,2019,4,5528336.0
United States,2020,1,5245520.0
United States,2020,2,4901784.0
United States,2020,3,5318341.0
Romania,2011,1,26644.10494734309
Romania,2011,2,31290.02095099101
Romania,2011,3,37070.41377082953
Romania,2011,4,39498.56477569908
Romania,2012,1,27444.83283508797
Romania,2012,2,33585.39918125463
Romania,2012,3,39119.78813993277
Romania,2012,4,42273.051288880015
Romania,2013,1,29172.51540100878
Romania,2013,2,35585.75086740114
Romania,2013,3,42152.67256519344
Romania,2013,4,45901.16301780726
Romania,2014,1,31173.51687234912
Romania,2014,2,37767.65734992741
Romania,2014,3,44402.61396412554
Romania,2014,4,47827.94458034124
Romania,2015,1,33646.74371677584
Romania,2015,2,39185.80150240224
Romania,2015,3,47492.70355256154
Romania,2015,4,51008.64310413909
Romania,2016,1,35371.68274521159
Romania,2016,2,43124.67901680825
Romania,2016,3,49969.17932295741
Romania,2016,4,55315.972889565
Romania,2017,1,39643.58720451462
Romania,2017,2,47458.72219353606
Romania,2017,3,57189.90525633414
Romania,2017,4,62169.97931243871
Romania,2018,1,43477.921501068864
Romania,2018,2,53157.74746743609
Romania,2018,3,63545.23764212077
Romania,2018,4,68863.19999901693
Romania,2019,1,48834.967234068
Romania,2019,2,58976.862671603216
Romania,2019,3,69902.63971408032
Romania,2019,4,77339.02213345373
Romania,2020,1,51974.44049723508
Romania,2020,2,53698.801938831864
Bulgaria,2011,1,10351.24324617075
Bulgaria,2011,2,12125.981610385648
Bulgaria,2011,3,13300.238285001149
Bulgaria,2011,4,12554.36673278235
Bulgaria,2012,1,10171.002930485249
Bulgaria,2012,2,12124.664239307549
Bulgaria,2012,3,13515.5086952634
Bulgaria,2012,4,13433.7119274141
Bulgaria,2013,1,10332.91981208445
Bulgaria,2013,2,11930.471766294899
Bulgaria,2013,3,13164.66882496395
Bulgaria,2013,4,13646.94640055565
Bulgaria,2014,1,10106.7511501761
Bulgaria,2014,2,12064.783735757548
Bulgaria,2014,3,13944.8519057169
Bulgaria,2014,4,14114.313730763399
Bulgaria,2015,1,10925.796677733
Bulgaria,2015,2,13245.267982742249
Bulgaria,2015,3,14414.9138585844
Bulgaria,2015,4,14924.676585305548
Bulgaria,2016,1,11755.68057643245
Bulgaria,2016,2,13734.850979767049
Bulgaria,2016,3,15467.193947468548
Bulgaria,2016,4,16006.95680646825
Bulgaria,2017,1,12533.5881980505
Bulgaria,2017,2,14912.999887113298
Bulgaria,2017,3,16708.39702505295
Bulgaria,2017,4,17129.776128534297
Bulgaria,2018,1,13334.669574542399
Bulgaria,2018,2,15964.741051465498
Bulgaria,2018,3,18228.5833686768
Bulgaria,2018,4,18186.966418709548
Bulgaria,2019,1,15046.653171036898
Bulgaria,2019,2,17777.204132916897
Bulgaria,2019,3,18970.56268816485
Bulgaria,2019,4,19925.836361298
Bulgaria,2020,1,15564.79916825505
Bulgaria,2020,2,16631.211055977
